country,designation,points,price,province,region_1,taster_name,taster_twitter_handle,title,variety,winery,year
France,Aux Serpentières Premier Cru,90,45.0,Burgundy,Savigny-lès-Beaune,Roger Voss,@vossroger,Michel et Joana Ecard 2020 Aux Serpentières Premier Cru  (Savigny-lès-Beaune),Pinot Noir,Michel et Joana Ecard,[2020]
US,Momtazi Vineyard,90,32.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Portlandia 2020 Momtazi Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Portlandia,[2020]
France,Princes Blanc de Noirs Brut,90,118.0,Champagne,Champagne,Roger Voss,@vossroger,De Venoge NV Princes Blanc de Noirs Brut Pinot Noir (Champagne),Pinot Noir,De Venoge,[]
France,Princes Rosé Brut,90,143.0,Champagne,Champagne,Roger Voss,@vossroger,De Venoge NV Princes Rosé Brut Pinot Noir (Champagne),Pinot Noir,De Venoge,[]
US,Freedom Hill Vineyard,90,39.0,Oregon,Oregon,Paul Gregutt,@paulgwine ,Devona 2019 Freedom Hill Vineyard Pinot Noir (Oregon),Pinot Noir,Devona,[2019]
France,Brut Rosé,89,42.0,Alsace,Alsace,Anne Krebiehl MW,@AnneInVino,Bott Frères NV Brut Rosé Pinot Noir (Alsace),Pinot Noir,Bott Frères,[]
US,Monastery,95,52.0,California,Russian River Valley,Virginie Boone,@vboone,Lynmar 2020 Monastery Pinot Noir (Russian River Valley),Pinot Noir,Lynmar,[2020]
US,Hillside Vineyard,95,104.0,California,Edna Valley,Matt Kettmann,@mattkettmann,Wedell Cellars 2016 Hillside Vineyard Pinot Noir (Edna Valley),Pinot Noir,Wedell Cellars,[2016]
US,Estate,83,19.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,TeBri Vineyards 2015 Estate Pinot Noir (Willamette Valley),Pinot Noir,TeBri Vineyards,[2015]
US,Prince Hill 777,87,43.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Erath 2016 Prince Hill 777 Pinot Noir (Dundee Hills),Pinot Noir,Erath,[2016]
France,Calixte Rosé Brut,87,40.0,Alsace,Crémant d'Alsace,Roger Voss,@vossroger,Cave de Hunawihr NV Calixte Rosé Brut Pinot Noir (Crémant d'Alsace),Pinot Noir,Cave de Hunawihr,[]
France,Brut Rosé,87,32.0,Alsace,Crémant d'Alsace,Roger Voss,@vossroger,Willm NV Brut Rosé Pinot Noir (Crémant d'Alsace),Pinot Noir,Willm,[]
US,Graham Family Vineyard,94,39.0,California,Russian River Valley,Matt Kettmann,@mattkettmann,August West 2021 Graham Family Vineyard Pinot Noir (Russian River Valley),Pinot Noir,August West,[2021]
US,Zotovich Vineyard,94,50.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Challen 2019 Zotovich Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Challen,[2019]
France,Clos Saint-Jacques Premier Cru,94,101.0,Burgundy,Gevrey-Chambertin,Roger Voss,@vossroger,Louis Jadot 2020 Clos Saint-Jacques Premier Cru  (Gevrey-Chambertin),Pinot Noir,Louis Jadot,[2020]
US,Cuvee Los Gatos,87,24.0,California,Monterey County,Matt Kettmann,@mattkettmann,Testarossa 2019 Cuvee Los Gatos Pinot Noir (Monterey County),Pinot Noir,Testarossa,[2019]
Australia,Bicheno Single Site,87,44.0,Tasmania,Tasmania,Joe Czerwinski,@JoeCz,Dalrymple 2018 Bicheno Single Site Pinot Noir (Tasmania),Pinot Noir,Dalrymple,[2018]
France,Domaine Latour,90,40.0,Burgundy,Aloxe-Corton,Roger Voss,@vossroger,Louis Latour 2021 Domaine Latour  (Aloxe-Corton),Pinot Noir,Louis Latour,[2021]
US,Schindler Vineyard,92,49.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Sineann 2015 Schindler Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Sineann,[2015]
US,Le Pré du Col Vineyard,89,49.0,Oregon,Ribbon Ridge,Paul Gregutt,@paulgwine ,Bergström 2017 Le Pré du Col Vineyard Pinot Noir (Ribbon Ridge),Pinot Noir,Bergström,[2017]
France,Clos Blanc Premier Cru,89,50.0,Burgundy,Pommard,Roger Voss,@vossroger,Domaine A. Machard de Gramont 2017 Clos Blanc Premier Cru  (Pommard),Pinot Noir,Domaine A. Machard de Gramont,[2017]
US,Dierberg Vineyard,93,39.0,California,Santa Maria Valley,Matt Kettmann,@mattkettmann,Dierberg 2020 Dierberg Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Dierberg,[2020]
US,Parsons' Vineyard,93,39.0,California,Russian River Valley,Virginie Boone,@vboone,Siduri 2021 Parsons' Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Siduri,[2021]
US,Rosé of,86,19.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Kessler-Haak 2020 Rosé of Pinot Noir (Sta. Rita Hills),Pinot Noir,Kessler-Haak,[2020]
US,Reserve,88,49.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Spindrift Cellars 2011 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Spindrift Cellars,[]
US,Hawk's Roost Vineyard,94,40.0,California,Russian River Valley,Virginie Boone,@vboone,La Follette 2020 Hawk's Roost Vineyard Pinot Noir (Russian River Valley),Pinot Noir,La Follette,[2020]
US,Judgment Tree,95,52.0,California,Russian River Valley,Virginie Boone,@vboone,Holdredge 2020 Judgment Tree Pinot Noir (Russian River Valley),Pinot Noir,Holdredge,[2020]
Argentina,Malma,87,19.0,Other,Patagonia,Michael Schachner,@wineschach,Bodega NQN 2016 Malma Pinot Noir (Patagonia),Pinot Noir,Bodega NQN,[2016]
France,Clos de Chagnots,87,38.0,Burgundy,Ladoix,Roger Voss,@vossroger,Pierre André 2013 Clos de Chagnots  (Ladoix),Pinot Noir,Pierre André,[2013]
France,La Brigardière Vieilles Vignes,87,28.0,Burgundy,Mercurey,Roger Voss,@vossroger,Château Philippe-le-Hardi 2015 La Brigardière Vieilles Vignes  (Mercurey),Pinot Noir,Château Philippe-le-Hardi,[2015]
US,Filigreen,85,29.0,California,Mendocino County,Virginie Boone,@vboone,Paul Dolan 2016 Filigreen Pinot Noir (Mendocino County),Pinot Noir,Paul Dolan,[2016]
US,Flight Club Select,85,34.0,Oregon,Chehalem Mountains,Paul Gregutt,@paulgwine ,Raptor Ridge 2017 Flight Club Select Pinot Noir (Chehalem Mountains),Pinot Noir,Raptor Ridge,[2017]
US,Tusculum Estate,90,50.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Vista Hills 2014 Tusculum Estate Pinot Noir (Dundee Hills),Pinot Noir,Vista Hills,[2014]
US,Estate Vineyard,90,62.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Lange 2014 Estate Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Lange,[2014]
US,Bench Lands,90,35.0,Oregon,Umpqua Valley,Paul Gregutt,@paulgwine ,Brandborg 2013 Bench Lands Pinot Noir (Umpqua Valley),Pinot Noir,Brandborg,[2013]
US,Bellflower Vineyard,94,41.0,California,Russian River Valley,Virginie Boone,@vboone,Siduri 2021 Bellflower Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Siduri,[2021]
US,Rancho Ontiveros,94,38.0,California,Santa Barbara County,Matt Kettmann,@mattkettmann,Hug 2021 Rancho Ontiveros Pinot Noir (Santa Barbara County),Pinot Noir,Hug,[2021]
US,Sanford & Benedict Vineyard,94,43.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Aether Wine Company 2020 Sanford & Benedict Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Aether Wine Company,[2020]
US,Mas Cavalls Doña Margarita Vineyard,86,29.0,California,Sonoma Coast,Virginie Boone,@vboone,Marimar Estate 2019 Mas Cavalls Doña Margarita Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Marimar Estate,[2019]
US,Estate,92,36.0,California,Santa Clara Valley,Matt Kettmann,@mattkettmann,Sarah's Vineyard 2019 Estate Pinot Noir (Santa Clara Valley),Pinot Noir,Sarah's Vineyard,[2019]
US,Pommard Clone,92,34.0,California,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Bargetto 2020 Pommard Clone Pinot Noir (Santa Cruz Mountains),Pinot Noir,Bargetto,[2020]
US,Manchester Ridge,92,43.0,California,Mendocino Ridge,Jim Gordon,@gordone_cellars,Cerridwen 2018 Manchester Ridge Pinot Noir (Mendocino Ridge),Pinot Noir,Cerridwen,[2018]
France,Les Rugiens Premier Cru,91,66.0,Burgundy,Pommard,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2019 Les Rugiens Premier Cru  (Pommard),Pinot Noir,Jean-Luc and Paul Aegerter,[2019]
US,Sangiacomo Roberts Road Vineyard,91,44.0,California,Sonoma Coast,Virginie Boone,@vboone,Pali 2019 Sangiacomo Roberts Road Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Pali,[2019]
US,Rose of,86,15.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Wedell Cellars 2020 Rose of Pinot Noir (Sta. Rita Hills),Pinot Noir,Wedell Cellars,[2020]
US,Hallberg Vineyard Clone 777 Oak Tank Fermented 17% Whole Cluster,94,56.0,California,Russian River Valley,Virginie Boone,@vboone,Gary Farrell 2018 Hallberg Vineyard Clone 777 Oak Tank Fermented 17% Whole Cluster Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell,[2018]
US,Sun Chase Vineyard Petaluma Gap,94,57.0,California,Sonoma Coast,Virginie Boone,@vboone,Guarachi Family 2019 Sun Chase Vineyard Petaluma Gap Pinot Noir (Sonoma Coast),Pinot Noir,Guarachi Family,[2019]
Australia,Reserve,90,54.0,Victoria,Mornington Peninsula,Joe Czerwinski,@JoeCz,Stonier 2011 Reserve Pinot Noir (Mornington Peninsula),Pinot Noir,Stonier,[]
US,La Colina Vineyard,90,70.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Torii Mor 2012 La Colina Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Torii Mor,[2012]
US,La Cuillère Member's Reserve,90,65.0,Oregon,Oregon,Paul Gregutt,@paulgwine ,Torii Mor 2012 La Cuillère Member's Reserve Pinot Noir (Oregon),Pinot Noir,Torii Mor,[2012]
US,Russell-Grooters Vineyard,90,30.0,Oregon,Eola-Amity Hills,Paul Gregutt,@paulgwine ,Sineann 2020 Russell-Grooters Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Sineann,[2020]
US,Murphy's Choice,90,42.0,California,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Clos LaChance 2018 Murphy's Choice Pinot Noir (Santa Cruz Mountains),Pinot Noir,Clos LaChance,[2018]
Argentina,Eagle's Rock,85,17.0,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Finca la Celia 2013 Eagle's Rock Pinot Noir (Mendoza),Pinot Noir,Finca la Celia,[2013]
US,Avenging Angel,93,50.0,California,Anderson Valley,Jim Gordon,@gordone_cellars,Balo 2018 Avenging Angel Pinot Noir (Anderson Valley),Pinot Noir,Balo,[2018]
US,Rochioli-Allen Vineyards,93,57.0,California,Russian River Valley,Virginie Boone,@vboone,Gary Farrell 2018 Rochioli-Allen Vineyards Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell,[2018]
France,Le Renard,86,27.0,Burgundy,Givry,Roger Voss,@vossroger,Domaines Devillard 2017 Le Renard  (Givry),Pinot Noir,Domaines Devillard,[2017]
US,Meyer Vineyard,87,51.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Lemelson 2011 Meyer Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Lemelson,[]
US,Eileen Vineyard,89,38.0,Oregon,Eola-Amity Hills,Paul Gregutt,@paulgwine ,Cristom 2020 Eileen Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Cristom,[2020]
US,Sullivan,89,35.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Fairsing 2020 Sullivan Pinot Noir,Pinot Noir,Fairsing,[2020]
Argentina,Costa & Pampa,89,20.0,Other,Buenos Aires,Michael Schachner,@wineschach,Trapiche 2022 Costa & Pampa Pinot Noir (Buenos Aires),Pinot Noir,Trapiche,[2022]
US,Anderson Family Vineyard,88,53.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Boedecker Cellars 2012 Anderson Family Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Boedecker Cellars,[2012]
US,Juliard,88,57.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Erath 2012 Juliard Pinot Noir (Willamette Valley),Pinot Noir,Erath,[2012]
US,Suitcase 828 Estate,88,30.0,California,Anderson Valley,Jim Gordon,@gordone_cellars,Balo 2020 Suitcase 828 Estate Pinot Noir (Anderson Valley),Pinot Noir,Balo,[2020]
France,Clos Tavannes,86,71.0,Burgundy,Santenay,Roger Voss,@vossroger,Domaine de la Pousse d'Or 2015 Clos Tavannes  (Santenay),Pinot Noir,Domaine de la Pousse d'Or,[2015]
US,Pelos Sandberg Vineyard,90,38.0,Oregon,Eola-Amity Hills,Paul Gregutt,@paulgwine ,Iota Cellars 2017 Pelos Sandberg Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Iota Cellars,[2017]
US,Paciência Estate,90,40.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Coelho 2018 Paciência Estate Pinot Noir (Willamette Valley),Pinot Noir,Coelho,[2018]
US,Gap's Crown,90,54.0,California,Sonoma Coast,Virginie Boone,@vboone,Guarachi Family 2018 Gap's Crown Pinot Noir (Sonoma Coast),Pinot Noir,Guarachi Family,[2018]
US,Reserve,94,74.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,The Eyrie Vineyards 2013 Reserve Pinot Noir (Dundee Hills),Pinot Noir,The Eyrie Vineyards,[2013]
US,Byington Estate,87,29.0,California,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Byington 2019 Byington Estate Pinot Noir (Santa Cruz Mountains),Pinot Noir,Byington,[2019]
US,Proprietor's Reserve,87,30.0,California,Russian River Valley,Virginie Boone,@vboone,Forchini 2018 Proprietor's Reserve Pinot Noir (Russian River Valley),Pinot Noir,Forchini,[2018]
France,Alain de la Treille,86,14.0,France Other,Vin de France,Lauren Buzzeo,@laurbuzz,Bougrier 2021 Alain de la Treille Pinot Noir (Vin de France),Pinot Noir,Bougrier,[2021]
US,Wentzel Vineyard,91,34.0,California,Anderson Valley,Jim Gordon,@gordone_cellars,Halcon 2020 Wentzel Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Halcon,[2020]
US,Avenging Angel,91,43.0,California,Anderson Valley,Jim Gordon,@gordone_cellars,Balo 2019 Avenging Angel Pinot Noir (Anderson Valley),Pinot Noir,Balo,[2019]
US,Elkton Cuvée,88,24.0,Oregon,Elkton Oregon,Paul Gregutt,@paulgwine ,River's Edge 2018 Elkton Cuvée Pinot Noir (Elkton Oregon),Pinot Noir,River's Edge,[2018]
France,Tradition,84,14.0,Alsace,Alsace,Roger Voss,@vossroger,Charles Sparr 2019 Tradition Pinot Noir (Alsace),Pinot Noir,Charles Sparr,[2019]
US,Landy Vineyard,86,32.0,California,Russian River Valley,Virginie Boone,@vboone,Fulcrum 2020 Landy Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Fulcrum,[2020]
US,Estate,86,28.0,Oregon,Rogue Valley,Paul Gregutt,@paulgwine ,Weisinger 2019 Estate Pinot Noir (Rogue Valley),Pinot Noir,Weisinger,[2019]
Argentina,Art of the Andes,86,14.0,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Don Rodolfo 2021 Art of the Andes Pinot Noir (Mendoza),Pinot Noir,Don Rodolfo,[2021]
US,The Fog Prince,87,20.0,California,Santa Barbara County,Matt Kettmann,@mattkettmann,Inconceivable 2021 The Fog Prince Pinot Noir (Santa Barbara County),Pinot Noir,Inconceivable,[2021]
US,Ribbon Ridge Vineyard,90,38.0,Oregon,Ribbon Ridge,Paul Gregutt,@paulgwine ,Quintet 2019 Ribbon Ridge Vineyard Pinot Noir (Ribbon Ridge),Pinot Noir,Quintet,[2019]
US,Attica Vineyard,90,37.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Raptor Ridge 2019 Attica Vineyard Pinot Noir,Pinot Noir,Raptor Ridge,[2019]
US,Estate,87,29.0,Oregon,McMinnville,Paul Gregutt,@paulgwine ,Yamhill Valley 2015 Estate Pinot Noir (McMinnville),Pinot Noir,Yamhill Valley,[2015]
US,Rosé,89,22.0,California,Monterey County,Matt Kettmann,@mattkettmann,Scratch 2020 Rosé Pinot Noir (Monterey County),Pinot Noir,Scratch,[2020]
France,Les Vergelesses Premier Cru,92,55.0,Burgundy,Pernand-Vergelesses,Roger Voss,@vossroger,Chanson Père et Fils 2015 Les Vergelesses Premier Cru  (Pernand-Vergelesses),Pinot Noir,Chanson Père et Fils,[2015]
France,Domaine des Perdrix Les 8 Ouvrées Aux Perdrix Premier Cru,92,95.0,Burgundy,Nuits-St.-Georges,Roger Voss,@vossroger,Domaines Devillard 2016 Domaine des Perdrix Les 8 Ouvrées Aux Perdrix Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaines Devillard,[2016]
France,Les Charmes Premier Cru,92,96.0,Burgundy,Chambolle-Musigny,Roger Voss,@vossroger,Jean-Claude Boisset 2015 Les Charmes Premier Cru  (Chambolle-Musigny),Pinot Noir,Jean-Claude Boisset,[2015]
US,Hitching Post St. Rita's Earth,85,26.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Hartley-Ostini 2018 Hitching Post St. Rita's Earth Pinot Noir (Sta. Rita Hills),Pinot Noir,Hartley-Ostini,[2018]
US,Freedom Hill,91,53.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,King Estate 2016 Freedom Hill Pinot Noir (Willamette Valley),Pinot Noir,King Estate,[2016]
US,The Kilmore,91,45.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Owen Roe 2016 The Kilmore Pinot Noir,Pinot Noir,Owen Roe,[2016]
US,Método Antiguo Doña Margarita Vineyard Unfiltered,92,46.0,California,Russian River Valley,Virginie Boone,@vboone,Marimar Estate 2018 Método Antiguo Doña Margarita Vineyard Unfiltered Pinot Noir (Russian River Valley),Pinot Noir,Marimar Estate,[2018]
US,Georganne,92,49.0,California,Russian River Valley,Virginie Boone,@vboone,Merry Edwards 2018 Georganne Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards,[2018]
US,Victoria,92,53.0,Oregon,Chehalem Mountains,Paul Gregutt,@paulgwine ,Colene Clemens 2018 Victoria Pinot Noir (Chehalem Mountains),Pinot Noir,Colene Clemens,[2018]
US,Zenith Vineyard,92,43.0,Oregon,Eola-Amity Hills,Paul Gregutt,@paulgwine ,WildAire 2018 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,WildAire,[2018]
US,Nuages,91,38.0,Oregon,Chehalem Mountains,Paul Gregutt,@paulgwine ,J. Christopher 2018 Nuages Pinot Noir (Chehalem Mountains),Pinot Noir,J. Christopher,[2018]
US,Antsy Pants,91,39.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Love & Squalor 2017 Antsy Pants Pinot Noir (Willamette Valley),Pinot Noir,Love & Squalor,[2017]
US,Freedom Hill Vineyard,92,50.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Panther Creek 2014 Freedom Hill Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Panther Creek,[2014]
US,Eileen Vineyard,92,55.0,Oregon,Eola-Amity Hills,Paul Gregutt,@paulgwine ,Cristom 2015 Eileen Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Cristom,[2015]
US,Jerome Reserve,92,55.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Lemelson 2015 Jerome Reserve Pinot Noir (Willamette Valley),Pinot Noir,Lemelson,[2015]
US,Guadalupe Vineyard,92,48.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Soléna 2015 Guadalupe Vineyard Pinot Noir,Pinot Noir,Soléna,[2015]
US,Vintner's Reserve,87,29.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Sweet Cheeks 2020 Vintner's Reserve Pinot Noir (Willamette Valley),Pinot Noir,Sweet Cheeks,[2020]
US,Klopp Ranch,93,52.0,California,Russian River Valley,Virginie Boone,@vboone,Merry Edwards 2018 Klopp Ranch Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards,[2018]
US,Kate's Cuvee Rio Vista Vineyard,93,56.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Flying Goat Cellars 2016 Kate's Cuvee Rio Vista Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Flying Goat Cellars,[2016]
US,Ryan,93,47.0,California,Mt. Harlan,Matt Kettmann,@mattkettmann,Calera 2018 Ryan Pinot Noir (Mt. Harlan),Pinot Noir,Calera,[2018]
Canada,Block 2 Platinum,93,45.0,British Columbia,Okanagan Valley,Paul Gregutt,@paulgwine ,CedarCreek 2018 Block 2 Platinum Pinot Noir (Okanagan Valley),Pinot Noir,CedarCreek,[2018]
US,Keefer Ranch,93,45.0,California,Russian River Valley,Virginie Boone,@vboone,Cellars 33 2019 Keefer Ranch Pinot Noir (Russian River Valley),Pinot Noir,Cellars 33,[2019]
US,Garys' Vineyard,93,46.0,California,Santa Lucia Highlands,Matt Kettmann,@mattkettmann,Siduri 2019 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Siduri,[2019]
US,Aubaine Vineyard,93,44.0,California,San Luis Obispo County,Matt Kettmann,@mattkettmann,Loring Wine Company 2019 Aubaine Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,Loring Wine Company,[2019]
France,Les Grèves Premier Cru,93,72.0,Burgundy,Beaune,Roger Voss,@vossroger,Domaine de Bellene 2018 Les Grèves Premier Cru  (Beaune),Pinot Noir,Domaine de Bellene,[2018]
France,Brut Rosé,88,46.0,Alsace,Alsace,Anne Krebiehl MW,@AnneInVino,Pierre Sparr NV Brut Rosé Pinot Noir (Alsace),Pinot Noir,Pierre Sparr,[]
Argentina,Broquel,85,16.0,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Trapiche 2018 Broquel Pinot Noir (Mendoza),Pinot Noir,Trapiche,[2018]
US,Umpqua Cuvee,82,50.0,Oregon,Umpqua Valley,Michael Schachner,@wineschach,Henry Estate 2007 Umpqua Cuvee Pinot Noir (Umpqua Valley),Pinot Noir,Henry Estate,[]
US,Estate Selection,88,40.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Erath 2012 Estate Selection Pinot Noir (Dundee Hills),Pinot Noir,Erath,[2012]
US,Underwood Mountain Vineyard,88,40.0,Oregon,Columbia Gorge (OR),Paul Gregutt,@paulgwine ,Viento 2012 Underwood Mountain Vineyard Pinot Noir (Columbia Gorge (OR)),Pinot Noir,Viento,[2012]
US,Sangiacomo Vineyard,86,40.0,California,Sonoma Coast,Virginie Boone,@vboone,Acacia 2019 Sangiacomo Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Acacia,[2019]
US,Zena Crown Vineyard,85,19.0,Oregon,Eola-Amity Hills,Paul Gregutt,@paulgwine ,Kudos 2020 Zena Crown Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Kudos,[2020]
US,Estate,92,42.0,Oregon,Chehalem Mountains,Paul Gregutt,@paulgwine ,Alloro 2016 Estate Pinot Noir (Chehalem Mountains),Pinot Noir,Alloro,[2016]
US,Gran Moraine Vineyard,92,43.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Raptor Ridge 2018 Gran Moraine Vineyard Pinot Noir,Pinot Noir,Raptor Ridge,[2018]
US,RR Ridgecrest Vineyards,93,65.0,Oregon,Ribbon Ridge,Paul Gregutt,@paulgwine ,Chehalem 2016 RR Ridgecrest Vineyards Pinot Noir (Ribbon Ridge),Pinot Noir,Chehalem,[2016]
US,Ridgecrest Vineyards Wind Ridge Block,93,50.0,Oregon,Ribbon Ridge,Paul Gregutt,@paulgwine ,Chehalem 2017 Ridgecrest Vineyards Wind Ridge Block Pinot Noir (Ribbon Ridge),Pinot Noir,Chehalem,[2017]
France,Les Charmes Premier Cru,93,101.0,Burgundy,Chambolle-Musigny,Roger Voss,@vossroger,Jean-Claude Boisset 2017 Les Charmes Premier Cru  (Chambolle-Musigny),Pinot Noir,Jean-Claude Boisset,[2017]
US,Roberts Road Vineyard,88,29.0,California,Sonoma Coast,Virginie Boone,@vboone,Sean Minor 2021 Roberts Road Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Sean Minor,[2021]
France,Vieilles Vignes,88,23.0,Burgundy,Savigny-lès-Beaune,Roger Voss,@vossroger,Seguin-Manuel 2021 Vieilles Vignes  (Savigny-lès-Beaune),Pinot Noir,Seguin-Manuel,[2021]
US,Barn Block Reserve,88,36.0,California,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Black Ridge 2020 Barn Block Reserve Pinot Noir (Santa Cruz Mountains),Pinot Noir,Black Ridge,[2020]
US,Freestone,94,50.0,California,Russian River Valley,Virginie Boone,@vboone,Lynmar 2019 Freestone Pinot Noir (Russian River Valley),Pinot Noir,Lynmar,[2019]
US,Quail Hill Vineyard Bliss Block,94,54.0,California,Russian River Valley,Virginie Boone,@vboone,Lynmar 2019 Quail Hill Vineyard Bliss Block Pinot Noir (Russian River Valley),Pinot Noir,Lynmar,[2019]
US,Quail Hill Vineyard Block 10,94,54.0,California,Russian River Valley,Virginie Boone,@vboone,Lynmar 2019 Quail Hill Vineyard Block 10 Pinot Noir (Russian River Valley),Pinot Noir,Lynmar,[2019]
US,Rosé of,85,15.0,Oregon,Oregon,Paul Gregutt,@paulgwine ,Pino 2021 Rosé of Pinot Noir (Oregon),Pinot Noir,Pino,[2021]
US,Savoy Vineyard,93,47.0,California,Anderson Valley,Jim Gordon,@gordone_cellars,Failla 2019 Savoy Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Failla,[2019]
US,Momtazi Vineyard,93,38.0,Oregon,McMinnville,Paul Gregutt,@paulgwine ,St. Innocent 2019 Momtazi Vineyard Pinot Noir (McMinnville),Pinot Noir,St. Innocent,[2019]
US,Ocean's Ghost,93,48.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Babcock 2019 Ocean's Ghost Pinot Noir (Sta. Rita Hills),Pinot Noir,Babcock,[2019]
US,Campbell Ranch,91,47.0,California,Sonoma Coast,Virginie Boone,@vboone,Davis Family 2019 Campbell Ranch Pinot Noir (Sonoma Coast),Pinot Noir,Davis Family,[2019]
US,Horseshoe Bend,91,43.0,California,Russian River Valley,Virginie Boone,@vboone,Davis Family 2019 Horseshoe Bend Pinot Noir (Russian River Valley),Pinot Noir,Davis Family,[2019]
US,No. 22,90,54.0,California,Sonoma Coast,Virginie Boone,@vboone,JCB 2018 No. 22 Pinot Noir (Sonoma Coast),Pinot Noir,JCB,[2018]
US,John Sebastiano Vineyard,95,44.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Foxen 2020 John Sebastiano Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Foxen,[2020]
US,Block 8 Bien Nacido Vineyard,95,49.0,California,Santa Maria Valley,Matt Kettmann,@mattkettmann,Foxen 2020 Block 8 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Foxen,[2020]
France,Domaine des Perdrix,95,116.0,Burgundy,Echézeaux,Roger Voss,@vossroger,Domaines Devillard 2020 Domaine des Perdrix  (Echézeaux),Pinot Noir,Domaines Devillard,[2020]
