country,designation,points,price,province,region_1,taster_name,taster_twitter_handle,title,variety,winery,year
France,Dom Ruinart Blanc de Blancs Brut,93,157.0,Champagne,Champagne,Roger Voss,@vossroger,Ruinart 2010 Dom Ruinart Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Ruinart,[]
Argentina,Alta Collection,88,20.0,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Tapiz 2021 Alta Collection Chardonnay (Mendoza),Chardonnay,Tapiz,[2021]
US,Wren Vineyard,88,27.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Lumos 2020 Wren Vineyard Chardonnay (Willamette Valley),Chardonnay,Lumos,[2020]
France,Fourchaume Premier Cru,88,30.0,Burgundy,Chablis,Roger Voss,@vossroger,Patriarche Père et Fils 2019 Fourchaume Premier Cru  (Chablis),Chardonnay,Patriarche Père et Fils,[2019]
US,Premiere Reserve,88,29.0,California,Anderson Valley,Virginie Boone,@vboone,Navarro 2016 Premiere Reserve Chardonnay (Anderson Valley),Chardonnay,Navarro,[2016]
US,INOX,88,24.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Chehalem 2017 INOX Chardonnay (Willamette Valley),Chardonnay,Chehalem,[2017]
US,Serenity Vineyard,80,13.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Namasté Vineyards 2012 Serenity Vineyard Chardonnay (Willamette Valley),Chardonnay,Namasté Vineyards,[2012]
US,Presqu'ile Vineyard,89,30.0,California,Santa Maria Valley,Matt Kettmann,@mattkettmann,Sweetzer Cellars 2020 Presqu'ile Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Sweetzer Cellars,[2020]
US,The Enchantress French Creek Vineyard Old Vine,89,24.0,Washington,Yakima Valley,Sean P. Sullivan,@wawinereport,Sleight of Hand 2021 The Enchantress French Creek Vineyard Old Vine Chardonnay (Yakima Valley),Chardonnay,Sleight of Hand,[2021]
US,Early Wine,84,20.0,New York,North Fork of Long Island,Susan Kostrzewa,@suskostrzewa,Macari 2014 Early Wine Chardonnay (North Fork of Long Island),Chardonnay,Macari,[2014]
US,Paragon Vineyard,86,17.0,California,Edna Valley,Matt Kettmann,@mattkettmann,True Myth 2020 Paragon Vineyard Chardonnay (Edna Valley),Chardonnay,True Myth,[2020]
France,Coeur de Charmes,84,18.0,Burgundy,Mâcon-Lugny,Roger Voss,@vossroger,Cave de Lugny 2019 Coeur de Charmes  (Mâcon-Lugny),Chardonnay,Cave de Lugny,[2019]
France,Château de Chaintré,84,20.0,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Domaine Paquet et Fils 2019 Château de Chaintré  (Pouilly-Fuissé),Chardonnay,Domaine Paquet et Fils,[2019]
France,Domaine des Chènevières,84,16.0,Burgundy,Mâcon-Villages,Roger Voss,@vossroger,Georges Duboeuf 2019 Domaine des Chènevières  (Mâcon-Villages),Chardonnay,Georges Duboeuf,[2019]
US,Grand Reserve,89,24.0,California,Central Coast,Matt Kettmann,@mattkettmann,Kendall-Jackson 2020 Grand Reserve Chardonnay (Central Coast),Chardonnay,Kendall-Jackson,[2020]
US,Deux Chevaux Vineyard,91,46.0,California,Yountville,Virginie Boone,@vboone,Tamber Bey 2018 Deux Chevaux Vineyard Chardonnay (Yountville),Chardonnay,Tamber Bey,[2018]
US,Hapgood,91,49.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Brewer-Clifton 2018 Hapgood Chardonnay (Sta. Rita Hills),Chardonnay,Brewer-Clifton,[2018]
US,Roger Rose Vineyard,91,32.0,California,Arroyo Seco,Matt Kettmann,@mattkettmann,Joullian 2019 Roger Rose Vineyard Chardonnay (Arroyo Seco),Chardonnay,Joullian,[2019]
US,Partners' Reserve Nelson Vineyard,89,24.0,California,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Soquel Vineyards 2021 Partners' Reserve Nelson Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Soquel Vineyards,[2021]
France,Croix de Montceau,89,21.0,Burgundy,Saint-Véran,Roger Voss,@vossroger,Vignerons des Terres Secrètes 2021 Croix de Montceau  (Saint-Véran),Chardonnay,Vignerons des Terres Secrètes,[2021]
France,La Sereine,89,24.0,Burgundy,Chablis,Roger Voss,@vossroger,La Chablisienne 2020 La Sereine  (Chablis),Chardonnay,La Chablisienne,[2020]
US,Stoller Vineyard Ian's Reserve,90,32.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Chehalem 2020 Stoller Vineyard Ian's Reserve Chardonnay (Willamette Valley),Chardonnay,Chehalem,[2020]
US,Olivet Lane Vineyard,90,37.0,California,Russian River Valley,Virginie Boone,@vboone,Williams Selyem 2021 Olivet Lane Vineyard Chardonnay (Russian River Valley),Chardonnay,Williams Selyem,[2021]
US,White Hills,89,33.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Liquid Farm 2019 White Hills Chardonnay (Sta. Rita Hills),Chardonnay,Liquid Farm,[2019]
France,En Vesvau,88,35.0,Burgundy,Saint-Aubin,Roger Voss,@vossroger,Château Philippe-le-Hardi 2016 En Vesvau  (Saint-Aubin),Chardonnay,Château Philippe-le-Hardi,[2016]
France,Les Narvaux,88,49.0,Burgundy,Meursault,Roger Voss,@vossroger,Domaine Vincent Girardin 2016 Les Narvaux  (Meursault),Chardonnay,Domaine Vincent Girardin,[2016]
France,Millénaire,88,31.0,Burgundy,Bourgogne,Roger Voss,@vossroger,Henri de Villamont 2015 Millénaire  (Bourgogne),Chardonnay,Henri de Villamont,[2015]
France,Blanc de Blancs Brut,91,75.0,Champagne,Champagne,Roger Voss,@vossroger,Vollereaux NV Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Vollereaux,[]
US,Deux Chevaux,91,36.0,California,Yountville,Virginie Boone,@vboone,Tamber Bey 2021 Deux Chevaux Chardonnay (Yountville),Chardonnay,Tamber Bey,[2021]
Argentina,505,84,13.0,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Casarena 2018 505 Chardonnay (Mendoza),Chardonnay,Casarena,[2018]
France,Florières,84,12.0,Burgundy,Mâcon-Villages,Roger Voss,@vossroger,Cave de Lugny 2018 Florières  (Mâcon-Villages),Chardonnay,Cave de Lugny,[2018]
Argentina,Urban Uco,83,10.0,Mendoza Province,Uco Valley,Michael Schachner,@wineschach,O. Fournier 2018 Urban Uco Chardonnay (Uco Valley),Chardonnay,O. Fournier,[2018]
US,Y3,93,28.0,California,Napa Valley,Virginie Boone,@vboone,Jax 2021 Y3 Chardonnay (Napa Valley),Chardonnay,Jax,[2021]
France,Fourchaume Premier Cru,93,37.0,Burgundy,Chablis,Roger Voss,@vossroger,La Chablisienne 2020 Fourchaume Premier Cru  (Chablis),Chardonnay,La Chablisienne,[2020]
France,Montmains Premier Cru,93,35.0,Burgundy,Chablis,Roger Voss,@vossroger,La Chablisienne 2020 Montmains Premier Cru  (Chablis),Chardonnay,La Chablisienne,[2020]
US,J McK Estate Vineyard,93,38.0,California,Carneros,Virginie Boone,@vboone,Anaba 2020 J McK Estate Vineyard Chardonnay (Carneros),Chardonnay,Anaba,[2020]
US,Don Miguel Vineyard Estate Grown and Bottled Dobles Lías Unfiltered,93,42.0,California,Russian River Valley,Virginie Boone,@vboone,Marimar Estate 2020 Don Miguel Vineyard Estate Grown and Bottled Dobles Lías Unfiltered Chardonnay (Russian River Valley),Chardonnay,Marimar Estate,[2020]
Australia,Kevin John,94,71.0,Western Australia,Margaret River,Joe Czerwinski,@JoeCz,Cullen 2019 Kevin John Chardonnay (Margaret River),Chardonnay,Cullen,[2019]
US,Clos de Lune Vineyard,93,48.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Domaine Serene 2020 Clos de Lune Vineyard Chardonnay (Dundee Hills),Chardonnay,Domaine Serene,[2020]
France,Grand Cru Blanc de Blancs Brut,93,121.0,Champagne,Champagne,Roger Voss,@vossroger,Charles-Gilbert de Vindé 2011 Grand Cru Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Charles-Gilbert de Vindé,[]
France,Gentilhomme Blanc de Blancs Grand Cru Brut,93,74.0,Champagne,Champagne,Roger Voss,@vossroger,A.R. Lenoble  2015 Gentilhomme Blanc de Blancs Grand Cru Brut Chardonnay (Champagne),Chardonnay,A.R. Lenoble ,[2015]
France,Lady de N. Cuvée Brut,92,114.0,Champagne,Champagne,Roger Voss,@vossroger,Le Brun de Neuville NV Lady de N. Cuvée Brut Chardonnay (Champagne),Chardonnay,Le Brun de Neuville,[]
US,Rued Clone,90,35.0,California,Green Valley,Virginie Boone,@vboone,Iron Horse 2020 Rued Clone Chardonnay (Green Valley),Chardonnay,Iron Horse,[2020]
US,Unoaked,90,27.0,California,Green Valley,Virginie Boone,@vboone,Iron Horse 2020 Unoaked Chardonnay (Green Valley),Chardonnay,Iron Horse,[2020]
France,Premier Cru,89,55.0,Burgundy,Meursault,Roger Voss,@vossroger,Manuel Olivier 2018 Premier Cru  (Meursault),Chardonnay,Manuel Olivier,[2018]
France,Vosgros Premier Cru,89,35.0,Burgundy,Chablis,Roger Voss,@vossroger,Domaine Ellevin 2018 Vosgros Premier Cru  (Chablis),Chardonnay,Domaine Ellevin,[2018]
France,Les Vénérables Vieilles Vignes,89,32.0,Burgundy,Chablis,Roger Voss,@vossroger,La Chablisienne 2017 Les Vénérables Vieilles Vignes  (Chablis),Chardonnay,La Chablisienne,[2017]
Argentina,Q,84,21.0,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Zuccardi 2016 Q Chardonnay (Mendoza),Chardonnay,Zuccardi,[2016]
France,Oncle Vincent,90,29.0,Burgundy,Bourgogne,Roger Voss,@vossroger,Olivier Leflaive 2020 Oncle Vincent  (Bourgogne),Chardonnay,Olivier Leflaive,[2020]
France,Vieilles Vignes,90,41.0,Burgundy,Meursault,Roger Voss,@vossroger,Roche de Bellene 2020 Vieilles Vignes  (Meursault),Chardonnay,Roche de Bellene,[2020]
France,Champlots Premier Cru,90,45.0,Burgundy,Saint-Aubin,Roger Voss,@vossroger,Roux Père et Fils 2020 Champlots Premier Cru  (Saint-Aubin),Chardonnay,Roux Père et Fils,[2020]
France,Cuvée Jean-Jacques de Boissieu,90,33.0,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Château de Lavernette 2020 Cuvée Jean-Jacques de Boissieu  (Pouilly-Fuissé),Chardonnay,Château de Lavernette,[2020]
US,Moxee,93,50.0,Washington,Washington,Sean P. Sullivan,@wawinereport,Sixto 2018 Moxee Chardonnay (Washington),Chardonnay,Sixto,[2018]
US,Zoula Nunn,93,40.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Lincourt 2018 Zoula Nunn Chardonnay (Sta. Rita Hills),Chardonnay,Lincourt,[2018]
US,Lumière,90,28.0,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Sparkman 2020 Lumière Chardonnay (Columbia Valley (WA)),Chardonnay,Sparkman,[2020]
US,Estate Bottled,90,33.0,California,Chalk Hill,Virginie Boone,@vboone,Chalk Hill 2020 Estate Bottled Chardonnay (Chalk Hill),Chardonnay,Chalk Hill,[2020]
US,Seven Springs Vineyard Summum,94,69.0,Oregon,Eola-Amity Hills,Paul Gregutt,@paulgwine ,Evening Land 2018 Seven Springs Vineyard Summum Chardonnay (Eola-Amity Hills),Chardonnay,Evening Land,[2018]
France,Les Clos Grand Cru,94,66.0,Burgundy,Chablis,Roger Voss,@vossroger,La Chablisienne 2017 Les Clos Grand Cru  (Chablis),Chardonnay,La Chablisienne,[2017]
France,Les Preuses Grand Cru,94,66.0,Burgundy,Chablis,Roger Voss,@vossroger,La Chablisienne 2017 Les Preuses Grand Cru  (Chablis),Chardonnay,La Chablisienne,[2017]
France,Domaine Duc de Magenta Clos de la Garenne Premier Cru,94,86.0,Burgundy,Puligny-Montrachet,Roger Voss,@vossroger,Louis Jadot 2018 Domaine Duc de Magenta Clos de la Garenne Premier Cru  (Puligny-Montrachet),Chardonnay,Louis Jadot,[2018]
France,Clos Saint-Marc Premier Cru,94,75.0,Burgundy,Chassagne-Montrachet,Roger Voss,@vossroger,Olivier Leflaive 2018 Clos Saint-Marc Premier Cru  (Chassagne-Montrachet),Chardonnay,Olivier Leflaive,[2018]
France,Genevrières Premier Cru,94,96.0,Burgundy,Meursault,Roger Voss,@vossroger,Olivier Leflaive 2018 Genevrières Premier Cru  (Meursault),Chardonnay,Olivier Leflaive,[2018]
France,Les Pucelles Premier Cru,94,105.0,Burgundy,Puligny-Montrachet,Roger Voss,@vossroger,Olivier Leflaive 2018 Les Pucelles Premier Cru  (Puligny-Montrachet),Chardonnay,Olivier Leflaive,[2018]
France,Abbaye de Morgeot Premier Cru,93,79.0,Burgundy,Chassagne-Montrachet,Roger Voss,@vossroger,Olivier Leflaive 2018 Abbaye de Morgeot Premier Cru  (Chassagne-Montrachet),Chardonnay,Olivier Leflaive,[2018]
France,Les Folatières Premier Cru,93,102.0,Burgundy,Puligny-Montrachet,Roger Voss,@vossroger,Olivier Leflaive 2018 Les Folatières Premier Cru  (Puligny-Montrachet),Chardonnay,Olivier Leflaive,[2018]
France,Vaillons Premier Cru,93,40.0,Burgundy,Chablis,Roger Voss,@vossroger,Simonnet-Febvre 2018 Vaillons Premier Cru  (Chablis),Chardonnay,Simonnet-Febvre,[2018]
France,Domaine des Deux Roches Vieilles Vignes,89,40.0,Burgundy,Saint-Véran,Roger Voss,@vossroger,Collovray et Terrier 2013 Domaine des Deux Roches Vieilles Vignes  (Saint-Véran),Chardonnay,Collovray et Terrier,[2013]
France,Sur la Roche,89,36.0,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Domaine Barraud 2014 Sur la Roche  (Pouilly-Fuissé),Chardonnay,Domaine Barraud,[2014]
France,Les Grand Charrons,89,53.0,Burgundy,Meursault,Roger Voss,@vossroger,Domaine Michel Bouzereau 2014 Les Grand Charrons  (Meursault),Chardonnay,Domaine Michel Bouzereau,[2014]
France,Genievres,89,27.0,Burgundy,Mâcon-Lugny,Roger Voss,@vossroger,Louis Latour 2014 Genievres  (Mâcon-Lugny),Chardonnay,Louis Latour,[2014]
US,Wayfarer Vineyard,94,64.0,California,Fort Ross-Seaview,Virginie Boone,@vboone,Wayfarer 2018 Wayfarer Vineyard Chardonnay (Fort Ross-Seaview),Chardonnay,Wayfarer,[2018]
France,Brut Nature Cramant Grand Cru,94,136.0,Champagne,Champagne,Roger Voss,@vossroger,Lombard et Cie NV Brut Nature Cramant Grand Cru Chardonnay (Champagne),Chardonnay,Lombard et Cie,[]
US,Les Sols Arénacés,94,44.0,Oregon,Chehalem Mountains,Paul Gregutt,@paulgwine ,Lachini 2021 Les Sols Arénacés Chardonnay (Chehalem Mountains),Chardonnay,Lachini,[2021]
US,Cuvée Los Gatos,92,32.0,California,Monterey County,Matt Kettmann,@mattkettmann,Testarossa 2018 Cuvée Los Gatos Chardonnay (Monterey County),Chardonnay,Testarossa,[2018]
France,Aux Vergelesses Premier Cru,92,45.0,Burgundy,Savigny-lès-Beaune,Roger Voss,@vossroger,Domaine Dublère 2017 Aux Vergelesses Premier Cru  (Savigny-lès-Beaune),Chardonnay,Domaine Dublère,[2017]
France,Clos de Cromin,92,52.0,Burgundy,Meursault,Roger Voss,@vossroger,Alex Gambal 2017 Clos de Cromin  (Meursault),Chardonnay,Alex Gambal,[2017]
US,Kelli Ann Vineyard,91,31.0,California,Russian River Valley,Virginie Boone,@vboone,La Crema 2021 Kelli Ann Vineyard Chardonnay (Russian River Valley),Chardonnay,La Crema,[2021]
US,Hyde Vineyard,94,54.0,California,Carneros,Virginie Boone,@vboone,Patz & Hall 2018 Hyde Vineyard Chardonnay (Carneros),Chardonnay,Patz & Hall,[2018]
France,Brut Tradition Blanc de Blancs Grand Cru,88,84.0,Champagne,Champagne,Roger Voss,@vossroger,Marcel Moineaux NV Brut Tradition Blanc de Blancs Grand Cru Chardonnay (Champagne),Chardonnay,Marcel Moineaux,[]
US,Private Reserve,88,29.0,California,Napa Valley,Virginie Boone,@vboone,Beringer 2021 Private Reserve Chardonnay (Napa Valley),Chardonnay,Beringer,[2021]
Italy,Perlé,91,50.0,Northeastern Italy,Trento,Kerin O’Keefe,@kerinokeefe,Ferrari 2013 Perlé Chardonnay (Trento),Chardonnay,Ferrari,[2013]
France,Côte de Lechet Premier Cru,91,35.0,Burgundy,Chablis,Roger Voss,@vossroger,La Chablisienne 2018 Côte de Lechet Premier Cru  (Chablis),Chardonnay,La Chablisienne,[2018]
Italy,Francesco Galliano Blanc de Blancs Metodo Classico,87,26.0,Italy Other,Vino Spumante,Kerin O’Keefe,@kerinokeefe,Borgo Maragliano 2018 Francesco Galliano Blanc de Blancs Metodo Classico Chardonnay (Vino Spumante),Chardonnay,Borgo Maragliano,[2018]
US,Unfiltered,93,44.0,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,Boudreaux Cellars 2016 Unfiltered Chardonnay (Columbia Valley (WA)),Chardonnay,Boudreaux Cellars,[2016]
Italy,Jalé,87,29.0,Sicily & Sardinia,Sicilia,Kerin O’Keefe,@kerinokeefe,Cusumano 2018 Jalé Chardonnay (Sicilia),Chardonnay,Cusumano,[2018]
France,Exception Blanche Brut,94,106.0,Champagne,Champagne,Roger Voss,@vossroger,Mailly Grand Cru 2010 Exception Blanche Brut Chardonnay (Champagne),Chardonnay,Mailly Grand Cru,[]
France,Brut Nature Le Mesnil sur Oger Blanc de Blancs Grand Cru,94,136.0,Champagne,Champagne,Roger Voss,@vossroger,Lombard et Cie NV Brut Nature Le Mesnil sur Oger Blanc de Blancs Grand Cru Chardonnay (Champagne),Chardonnay,Lombard et Cie,[]
France,Blanc de Blancs Brut,94,78.0,Champagne,Champagne,Roger Voss,@vossroger,Louis Roederer 2016 Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Louis Roederer,[2016]
US,Bien Nacido Vineyard,94,44.0,California,Santa Maria Valley,Matt Kettmann,@mattkettmann,Migration 2020 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Migration,[2020]
France,Aux Bouthières,92,35.0,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Domaine Pascal et Mireille Renaud 2020 Aux Bouthières  (Pouilly-Fuissé),Chardonnay,Domaine Pascal et Mireille Renaud,[2020]
France,Le Clos,92,35.0,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Domaine Ferret 2021 Le Clos  (Pouilly-Fuissé),Chardonnay,Domaine Ferret,[2021]
US,Reserve,87,21.0,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Waterbrook 2018 Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,Waterbrook,[2018]
US,Zotovich Vineyard,93,33.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Transcendence 2021 Zotovich Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,Transcendence,[2021]
France,Morgeot Premier Cru,93,52.0,Burgundy,Chassagne-Montrachet,Roger Voss,@vossroger,Domaine Julie Belland 2020 Morgeot Premier Cru  (Chassagne-Montrachet),Chardonnay,Domaine Julie Belland,[2020]
US,Lorenzo Vineyard,93,40.0,California,Russian River Valley,Virginie Boone,@vboone,La Follette 2020 Lorenzo Vineyard Chardonnay (Russian River Valley),Chardonnay,La Follette,[2020]
France,Vieilles Vignes,82,10.0,Burgundy,Saint-Véran,Roger Voss,@vossroger,Pierre Chardigny 2021 Vieilles Vignes  (Saint-Véran),Chardonnay,Pierre Chardigny,[2021]
US,Original Vines,95,44.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,The Eyrie Vineyards 2021 Original Vines Chardonnay (Dundee Hills),Chardonnay,The Eyrie Vineyards,[2021]
US,La Sereinité,93,53.0,California,Russian River Valley,Virginie Boone,@vboone,Lynmar 2019 La Sereinité Chardonnay (Russian River Valley),Chardonnay,Lynmar,[2019]
US,Diana's,93,53.0,California,California,Matt Kettmann,@mattkettmann,Testarossa 2019 Diana's Chardonnay (California),Chardonnay,Testarossa,[2019]
US,La Rinconada Vineyard,93,43.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Testarossa 2019 La Rinconada Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,Testarossa,[2019]
France,Vieilles Vignes,89,43.0,Burgundy,Saint-Romain,Roger Voss,@vossroger,Domaine de Bellene 2017 Vieilles Vignes  (Saint-Romain),Chardonnay,Domaine de Bellene,[2017]
France,Les Vieilles Vignes,89,33.0,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Domaine Vincent Girardin 2017 Les Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Domaine Vincent Girardin,[2017]
France,Vieilles Vignes,90,47.0,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Château Vitallis 2014 Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Château Vitallis,[2014]
France,Vieilles Vignes,90,37.0,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Pierre Vessigaud 2014 Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Pierre Vessigaud,[2014]
Argentina,Phebus Un-Oaked Estate Bottled,84,12.0,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Fabre Montmayou 2019 Phebus Un-Oaked Estate Bottled Chardonnay (Mendoza),Chardonnay,Fabre Montmayou,[2019]
US,Mormann Vineyard,90,27.0,California,Santa Barbara County,Matt Kettmann,@mattkettmann,Lea 2021 Mormann Vineyard Chardonnay (Santa Barbara County),Chardonnay,Lea,[2021]
Spain,Privat Reserva Brut Nature,90,27.0,Catalonia,Cava,Michael Schachner,@wineschach,Alta Alella 2020 Privat Reserva Brut Nature Chardonnay (Cava),Chardonnay,Alta Alella,[2020]
US,The Fearless,90,29.0,California,Dry Creek Valley,Virginie Boone,@vboone,Bodkin 2020 The Fearless Chardonnay (Dry Creek Valley),Chardonnay,Bodkin,[2020]
France,Grand Cru Blanc de Blancs Brut,92,132.0,Champagne,Champagne,Roger Voss,@vossroger,Billecart-Salmon NV Grand Cru Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Billecart-Salmon,[]
US,Parker West,92,37.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Fess Parker 2019 Parker West Chardonnay (Sta. Rita Hills),Chardonnay,Fess Parker,[2019]
France,Blanc de Blancs Brut,92,111.0,Champagne,Champagne,Roger Voss,@vossroger,Delamotte 2013 Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Delamotte,[2013]
US,Lumière,89,30.0,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,Sparkman 2018 Lumière Chardonnay (Columbia Valley (WA)),Chardonnay,Sparkman,[2018]
US,OSU Woodhall III,86,21.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Spindrift Cellars 2019 OSU Woodhall III Chardonnay (Willamette Valley),Chardonnay,Spindrift Cellars,[2019]
France,Valmur Grand Cru,94,61.0,Burgundy,Chablis,Roger Voss,@vossroger,Domaine Jean-Paul et Benoît Droin 2016 Valmur Grand Cru  (Chablis),Chardonnay,Domaine Jean-Paul et Benoît Droin,[2016]
France,Les Folatières Premier Cru,94,74.0,Burgundy,Puligny-Montrachet,Roger Voss,@vossroger,Domaine Vincent Girardin 2016 Les Folatières Premier Cru  (Puligny-Montrachet),Chardonnay,Domaine Vincent Girardin,[2016]
France,Château Grenouilles Grand Cru,94,86.0,Burgundy,Chablis,Roger Voss,@vossroger,La Chablisienne 2015 Château Grenouilles Grand Cru  (Chablis),Chardonnay,La Chablisienne,[2015]
France,Grenouilles Grand Cru,94,68.0,Burgundy,Chablis,Roger Voss,@vossroger,Domaine Jean-Paul et Benoît Droin 2016 Grenouilles Grand Cru  (Chablis),Chardonnay,Domaine Jean-Paul et Benoît Droin,[2016]
France,Les Preuses Grand Cru,93,70.0,Burgundy,Chablis,Roger Voss,@vossroger,La Chablisienne 2015 Les Preuses Grand Cru  (Chablis),Chardonnay,La Chablisienne,[2015]
US,Estate,90,33.0,California,Sonoma Valley,Virginie Boone,@vboone,Nicholson Ranch 2019 Estate Chardonnay (Sonoma Valley),Chardonnay,Nicholson Ranch,[2019]
US,Cougar Rock Vineyard,88,27.0,California,Napa Valley,Virginie Boone,@vboone,Brick & Mortar 2021 Cougar Rock Vineyard Chardonnay (Napa Valley),Chardonnay,Brick & Mortar,[2021]
US,Clone 4,88,23.0,California,Santa Maria Valley,Matt Kettmann,@mattkettmann,Cambria 2021 Clone 4 Chardonnay (Santa Maria Valley),Chardonnay,Cambria,[2021]
US,Un-Oaked,84,13.0,California,Sonoma County,Virginie Boone,@vboone,River Road 2019 Un-Oaked Chardonnay (Sonoma County),Chardonnay,River Road,[2019]
France,Tsarine Grand Cru Blanc de Blancs,87,92.0,Champagne,Champagne,Roger Voss,@vossroger,Chanoine 2009 Tsarine Grand Cru Blanc de Blancs Chardonnay (Champagne),Chardonnay,Chanoine,[]
US,DuBrul Vineyard,89,33.0,Washington,Yakima Valley,Sean P. Sullivan,@wawinereport,Owen Roe 2020 DuBrul Vineyard Chardonnay (Yakima Valley),Chardonnay,Owen Roe,[2020]
US,Roger Rose Vineyard,89,27.0,California,Arroyo Seco,Matt Kettmann,@mattkettmann,Joullian 2020 Roger Rose Vineyard Chardonnay (Arroyo Seco),Chardonnay,Joullian,[2020]
US,Wild Ferment,89,22.0,California,Central Coast,Matt Kettmann,@mattkettmann,Broadside 2020 Wild Ferment Chardonnay (Central Coast),Chardonnay,Broadside,[2020]
France,Domaine des Terreaux,87,17.0,Burgundy,Bourgogne,Roger Voss,@vossroger,Boutinot 2021 Domaine des Terreaux  (Bourgogne),Chardonnay,Boutinot,[2021]
France,Cuvée Jean-Jacques de Boissieu,87,26.0,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Château de Lavernette 2021 Cuvée Jean-Jacques de Boissieu  (Pouilly-Fuissé),Chardonnay,Château de Lavernette,[2021]
US,Jackson Estate,87,21.0,California,Santa Maria Valley,Matt Kettmann,@mattkettmann,Kendall-Jackson 2021 Jackson Estate Chardonnay (Santa Maria Valley),Chardonnay,Kendall-Jackson,[2021]
France,Collection,87,28.0,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,L. Tramier & Fils 2021 Collection  (Pouilly-Fuissé),Chardonnay,L. Tramier & Fils,[2021]
US,Tinaquaic Vineyard Estate Grown Dry Farmed,92,37.0,California,Santa Maria Valley,Matt Kettmann,@mattkettmann,Foxen 2019 Tinaquaic Vineyard Estate Grown Dry Farmed Chardonnay (Santa Maria Valley),Chardonnay,Foxen,[2019]
Australia,Sexton Vineyard,92,41.0,Victoria,Yarra Valley,Joe Czerwinski,@JoeCz,Giant Steps 2018 Sexton Vineyard Chardonnay (Yarra Valley),Chardonnay,Giant Steps,[2018]
US,Gnesa,92,47.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Brewer-Clifton 2018 Gnesa Chardonnay (Sta. Rita Hills),Chardonnay,Brewer-Clifton,[2018]
France,Hommage à André Trénel,88,28.0,Burgundy,Saint-Véran,Roger Voss,@vossroger,Trenel Fils 2018 Hommage à André Trénel  (Saint-Véran),Chardonnay,Trenel Fils,[2018]
US,Estate Grown,92,39.0,California,Russian River Valley,Virginie Boone,@vboone,De Loach 2020 Estate Grown Chardonnay (Russian River Valley),Chardonnay,De Loach,[2020]
US,Reserve,92,27.0,California,El Dorado,Jim Gordon,@gordone_cellars,Lava Cap 2021 Reserve Chardonnay (El Dorado),Chardonnay,Lava Cap,[2021]
US,Aurora Vineyard,94,47.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Ponzi 2020 Aurora Vineyard Chardonnay (Willamette Valley),Chardonnay,Ponzi,[2020]
